Section,Name,Address,City,Province,Postal Code,Latitude,Longitude,Type,Google Maps Link
Dynacare Ontario,Ottawa,104-380 Hunt Club Rd.,Ottawa,ON,K1V 1C1,45.33531,-75.689403,clinic,"https://maps.google.com/?q=45.33531,-75.689403"
Dynacare Ontario,Ottawa,200-316 Rideau St.,Ottawa,ON,K1N 5Y5,45.428759,-75.685119,clinic,"https://maps.google.com/?q=45.428759,-75.685119"
Dynacare Ontario,Ottawa,110-595 Montreal Rd.,Ottawa,ON,K1K 4L2,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,Ottawa,1000-381 Kent St.,Ottawa,ON,K2P 2A8,45.417727,-75.701567,clinic,"https://maps.google.com/?q=45.417727,-75.701567"
Dynacare Ontario,Ottawa,100-150 Montreal Rd.,Ottawa,ON,K1L 8H2,45.44218,-75.643805,clinic,"https://maps.google.com/?q=45.44218,-75.643805"
Dynacare Ontario,Ottawa,105-2446 Bank St.,Ottawa,ON,K1V 1A4,45.421506,-75.702062,clinic,"https://maps.google.com/?q=45.421506,-75.702062"
Dynacare Ontario,Ottawa,114-152 Cleopatra Dr.,Ottawa,ON,K2G 5X2,45.332434,-75.728739,clinic,"https://maps.google.com/?q=45.332434,-75.728739"
Dynacare Ontario,Ottawa,B9-770 Broadview Ave.,Ottawa,ON,K2A 3Z3,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Ottawa,B22/B24-550 Terminal Ave.,Ottawa,ON,K1G 0Z3,45.414066,-75.648901,clinic,"https://maps.google.com/?q=45.414066,-75.648901"
Dynacare Ontario,Ottawa,208-2555 St. Joseph Blvd.,Ottawa,ON,K1C 1S6,45.47843,-75.512315,clinic,"https://maps.google.com/?q=45.47843,-75.512315"
Dynacare Ontario,Ottawa,500-1385 Bank St.,Ottawa,ON,K1H 8N4,45.421506,-75.702062,clinic,"https://maps.google.com/?q=45.421506,-75.702062"
Dynacare Ontario,Rockland,205-2741 Chamberland St.,Rockland,ON,K4K 0B4,45.540505,-75.305166,clinic,"https://maps.google.com/?q=45.540505,-75.305166"
Dynacare Ontario,Hawkesbury,106-1062 Ghislain St.,Hawkesbury,ON,K6A 3B2,45.598693,-74.608716,clinic,"https://maps.google.com/?q=45.598693,-74.608716"
Dynacare Ontario,Kemptville,2113-2671 Concession Rd.,Kemptville,ON,K0G 1J0,45.020668,-75.654434,clinic,"https://maps.google.com/?q=45.020668,-75.654434"
Dynacare Ontario,Winchester,550 Louise St.,Winchester,ON,K0C 2K0,45.089561,-75.35333,clinic,"https://maps.google.com/?q=45.089561,-75.35333"
Dynacare Ontario,Russell,110 Craig St.,Russell,ON,K4R 1A1,45.257497,-75.369785,clinic,"https://maps.google.com/?q=45.257497,-75.369785"
Dynacare Ontario,Ottawa,4270 Innes Rd.,Ottawa,ON,K4A 5E6,45.456681,-75.494418,clinic,"https://maps.google.com/?q=45.456681,-75.494418"
Dynacare Ontario,Ottawa,2-1650 Queensdale Ave.,Ottawa,ON,K1T 1N8,45.344794,-75.632214,clinic,"https://maps.google.com/?q=45.344794,-75.632214"
Dynacare Ontario,Hawkesbury,750 Laurier St,Hawkesbury,ON,K6A 3N9,45.604833,-74.597247,clinic,"https://maps.google.com/?q=45.604833,-74.597247"
Dynacare Ontario,Embrun,738 Notre Dame St.,Embrun,ON,K0A 1W1,45.266947,-75.303807,clinic,"https://maps.google.com/?q=45.266947,-75.303807"
Dynacare Ontario,Ottawa,220B-43 Bruyere St,Ottawa,ON,K1N 5C8,45.432287,-75.696062,clinic,"https://maps.google.com/?q=45.432287,-75.696062"
Dynacare Ontario,Ottawa,171 Slater St.,Ottawa,ON,K1P 5H7,45.420166,-75.698363,clinic,"https://maps.google.com/?q=45.420166,-75.698363"
Dynacare Ontario,Ottawa,104-1105 Carling Ave,Ottawa,ON,K1Y 4G5,45.386382,-75.739799,clinic,"https://maps.google.com/?q=45.386382,-75.739799"
Dynacare Ontario,Ottawa,60 Cambridge St N,Ottawa,ON,K1R 7A5,45.413497,-75.708826,clinic,"https://maps.google.com/?q=45.413497,-75.708826"
Dynacare Ontario,Kemptville,90 Royal Landing Gate,Kemptville,ON,K0G 1J0,45.035686,-75.681077,clinic,"https://maps.google.com/?q=45.035686,-75.681077"
Dynacare Ontario,Embrun,869 Notre Dame St.,Embrun,ON,K0A 1W1,45.27066,-75.291757,clinic,"https://maps.google.com/?q=45.27066,-75.291757"
Dynacare Ontario,WINDSOR,1428 OUELLETTE AVE,WINDSOR,ON,N8X 1K4,42.319847,-83.040473,clinic,"https://maps.google.com/?q=42.319847,-83.040473"
Dynacare Ontario,SARNIA,481 LONDON RD,SARNIA,ON,N7T 4X3,42.977852,-82.388754,clinic,"https://maps.google.com/?q=42.977852,-82.388754"
Dynacare Ontario,Glencoe,A-253 Main St.,Glencoe,ON,N0L 1M0,42.7488,-81.712149,clinic,"https://maps.google.com/?q=42.7488,-81.712149"
Dynacare Ontario,LONDON,346 PLATT'S LANE,LONDON,ON,N6G 1J1,42.994357,-81.274321,clinic,"https://maps.google.com/?q=42.994357,-81.274321"
Dynacare Ontario,Peterborough,380 Burnham St.,Peterborough,ON,K9H 1T6,44.305492,-78.311843,clinic,"https://maps.google.com/?q=44.305492,-78.311843"
Dynacare Ontario,Peterborough,555 George St. N,Peterborough,ON,K9H 3S1,44.31067,-78.320576,clinic,"https://maps.google.com/?q=44.31067,-78.320576"
Dynacare Ontario,Corunna,208 Hill St.,Corunna,ON,N0N 1G0,42.888675,-82.451171,clinic,"https://maps.google.com/?q=42.888675,-82.451171"
Dynacare Ontario,London,E-1553 Dundas St.,London,ON,N5W 5Y5,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,Newbury,M-522-1824 Concession Dr.,Newbury,ON,N0L 1Z0,42.683304,-81.789086,clinic,"https://maps.google.com/?q=42.683304,-81.789086"
Dynacare Ontario,Windsor,3-18 Amy Croft Dr.,Windsor,ON,N9K 0A1,42.307991,-82.867441,clinic,"https://maps.google.com/?q=42.307991,-82.867441"
Dynacare Ontario,London,1570 Highbury Ave. N,London,ON,N5Y 5N7,43.034268,-81.222463,clinic,"https://maps.google.com/?q=43.034268,-81.222463"
Dynacare Ontario,West Lorne,153 Main St.,West Lorne,ON,N0L 2P0,42.601366,-81.61019,clinic,"https://maps.google.com/?q=42.601366,-81.61019"
Dynacare Ontario,London,102-440 Boler Rd.,London,ON,N6K 4L2,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,LONDON,304-240 WHARNCLIFFE RD N,LONDON,ON,N6H 4P2,42.991391,-81.264923,clinic,"https://maps.google.com/?q=42.991391,-81.264923"
Dynacare Ontario,Goderich,180 Cambria Rd. N,Goderich,ON,N7A 4N8,43.749572,-81.704442,clinic,"https://maps.google.com/?q=43.749572,-81.704442"
Dynacare Ontario,London,Suite 112-230 Victoria St.,London,ON,N6A 2C2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,London,E-595 Bradley Ave.,London,ON,N6E 3Z8,42.933382,-81.232693,clinic,"https://maps.google.com/?q=42.933382,-81.232693"
Dynacare Ontario,Seaforth,32B-1 Centennial Dr.,Seaforth,ON,N0K 1W0,43.552342,-81.383427,clinic,"https://maps.google.com/?q=43.552342,-81.383427"
Dynacare Ontario,Stratford,106-444 Douro St.,Stratford,ON,N5A 0E6,38.67524,-0.809962,clinic,"https://maps.google.com/?q=38.67524,-0.809962"
Dynacare Ontario,London,105-1807 Wonderland Rd N,London,ON,N6G 5C2,43.00419,-81.303317,clinic,"https://maps.google.com/?q=43.00419,-81.303317"
Dynacare Ontario,Lucan,280 Main St.,Lucan,ON,N0M 2J0,43.192664,-81.41351,clinic,"https://maps.google.com/?q=43.192664,-81.41351"
Dynacare Ontario,Mt. Brydges,22262 Mill Rd.,Mt. Brydges,ON,N0L 1W0,42.899498,-81.480966,clinic,"https://maps.google.com/?q=42.899498,-81.480966"
Dynacare Ontario,Strathroy,74 Front St. E,Strathroy,ON,N7G 1Y7,42.959736,-81.621583,clinic,"https://maps.google.com/?q=42.959736,-81.621583"
Dynacare Ontario,Chatham,10-20 Emma St.,Chatham,ON,N7L 5K5,42.406738,-82.191276,clinic,"https://maps.google.com/?q=42.406738,-82.191276"
Dynacare Ontario,Windsor,22-3176 Dougall Ave.,Windsor,ON,N9E 1S6,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Ontario,LaSalle,2125 Front Rd.,LaSalle,ON,N9J 2C1,42.227722,-83.101862,clinic,"https://maps.google.com/?q=42.227722,-83.101862"
,,,,,,,,,
DYNACARE MANITOBA,,,,,,,,,
Dynacare Manitoba,Winnipeg 425 St. Mary Ave. Winnipeg Clinic,Main Floor-425 St. Mary Ave.,Winnipeg,MB,R3C 0N2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Manitoba,Winnipeg 790 Sherbrook Manitoba Clinic,LL-790 Sherbrook St.,Winnipeg,MB,R3A 1M3,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Manitoba,Winnipeg Marion Dominion Centre,55 Marion St.,Winnipeg,MB,R2H 0R5,49.882081,-97.106274,clinic,"https://maps.google.com/?q=49.882081,-97.106274"
Dynacare Manitoba,Winnipeg 1600 Portage Ave. St. James,1600 Portage Ave.,Winnipeg,MB,R3J 0C6,49.879845,-97.202094,clinic,"https://maps.google.com/?q=49.879845,-97.202094"
Dynacare Manitoba,Winnipeg 1581 Regent Ave. Crossroads,3-1581 Regent Ave. W,Winnipeg,MB,R2C 3B3,49.895478,-97.02662,clinic,"https://maps.google.com/?q=49.895478,-97.02662"
Dynacare Manitoba,Winnipeg Keewatin St. Access Norwest,14-785 Keewatin St.,Winnipeg,MB,R2X 3B9,49.937695,-97.197057,clinic,"https://maps.google.com/?q=49.937695,-97.197057"
Dynacare Manitoba,Winnipeg McPhillips Garden City,D-2211 McPhillips St.,Winnipeg,MB,R2V 3M5,49.950962,-97.147947,clinic,"https://maps.google.com/?q=49.950962,-97.147947"
Dynacare Manitoba,Winnipeg Lakewood,30 Lakewood Blvd.,Winnipeg,MB,R2J 2M6,49.855128,-97.080165,clinic,"https://maps.google.com/?q=49.855128,-97.080165"
Dynacare Manitoba,Winnipeg - 1455 Henderson Hwy,103-1455 Henderson Hwy,Winnipeg,MB,R2G 1N3,49.938784,-97.092588,clinic,"https://maps.google.com/?q=49.938784,-97.092588"
Dynacare Manitoba,Winnipeg Sterling Lyon Seasons,1-515 Sterling Lyon Pkwy.,Winnipeg,MB,R3P 2S8,49.845143,-97.231064,clinic,"https://maps.google.com/?q=49.845143,-97.231064"
Dynacare Manitoba,Winnipeg 1225 St. Mary's Rd. St. Vital,111-1225 St. Mary's Rd.,Winnipeg,MB,R2M 5E5,49.854302,-97.111595,clinic,"https://maps.google.com/?q=49.854302,-97.111595"
Dynacare Manitoba,Winnipeg 2077 Pembina Hwy,1-2077 Pembina Hwy,Winnipeg,MB,R3T 5J9,49.848549,-97.152403,clinic,"https://maps.google.com/?q=49.848549,-97.152403"
Dynacare Manitoba,Winnipeg Lodge Assiniboine Clinic,633 Lodge Ave.,Winnipeg,MB,R3J 0S9,49.880275,-97.273383,clinic,"https://maps.google.com/?q=49.880275,-97.273383"
Dynacare Manitoba,Winnipeg 3653 Portage Ave. SmartCentres,3-3653 Portage Ave.,Winnipeg,MB,R3K 2E7,49.892594,-97.143739,clinic,"https://maps.google.com/?q=49.892594,-97.143739"
Dynacare Manitoba,Oakbank,622 Main St.,Oakbank,MB,R0E 1J2,49.944852,-96.842345,clinic,"https://maps.google.com/?q=49.944852,-96.842345"
Dynacare Manitoba,Stonewall,330 3rd Ave. S,Stonewall,MB,R0C 2Z0,50.130352,-97.335041,clinic,"https://maps.google.com/?q=50.130352,-97.335041"
Dynacare Manitoba,Beausejour,31 First St. S,Beausejour,MB,R0E 0C0,50.057153,-96.521046,clinic,"https://maps.google.com/?q=50.057153,-96.521046"
Dynacare Manitoba,Steinbach,103-381 Stone Bridge Crossing,Steinbach,MB,R5G 2P8,49.535108,-96.67411,clinic,"https://maps.google.com/?q=49.535108,-96.67411"
Dynacare Manitoba,Winkler,130-385 Main St.,Winkler,MB,R6W 1J2,37.605657,-82.324309,clinic,"https://maps.google.com/?q=37.605657,-82.324309"
Dynacare Manitoba,Morden,130-30 Stephen St.,Morden,MB,R6M 2G3,49.189949,-98.094008,clinic,"https://maps.google.com/?q=49.189949,-98.094008"
Dynacare Manitoba,Brandon Dennis Brandon Clinic,620 Dennis St.,Brandon,MB,R7A 5E7,49.833927,-99.937662,clinic,"https://maps.google.com/?q=49.833927,-99.937662"
,,,,,,,,,
MOBILE — ALBERTA,,,,,,,,,
Mobile — Alberta,Beaumont,,Beaumont,AB,T4X 0E4,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Alberta,Calgary,,Calgary,AB,T2Z 2N6,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Calgary,,Calgary,AB,T3M 1H9,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Calgary,,Calgary,AB,T3N 1K9,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Calgary,,Calgary,AB,T3G 4C6,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Calgary,,Calgary,AB,T2X 0M8,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Cochrane,,Cochrane,AB,T4C 1E3,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Alberta,Edmonton,,Edmonton,AB,T6W 3C1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Edmonton,,Edmonton,AB,,53.546205,-113.491241,mobile,"https://maps.google.com/?q=53.546205,-113.491241"
Mobile — Alberta,Fort Saskatchewan,,Fort Saskatchewan,AB,T8L 0M9,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Alberta,Lacombe,,Lacombe,AB,T4L 1N1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Leslieville,,Leslieville,AB,T0M 1H0,52.383949,-114.606541,mobile,"https://maps.google.com/?q=52.383949,-114.606541"
Mobile — Alberta,Lethbridge,,Lethbridge,AB,T1H 6M8,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Medicine Hat,,Medicine Hat,AB,T1C 0A6,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Onoway,,Onoway,AB,T0E 1V0,53.726228,-114.148919,mobile,"https://maps.google.com/?q=53.726228,-114.148919"
Mobile — Alberta,Red Deer,,Red Deer,AB,T4P 0G2,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Sherwood Park,,Sherwood Park,AB,T8A 1X2,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Sturgeon County,,Sturgeon County,AB,T8R 0G8,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Sturgeon County,,Sturgeon County,AB,T8R 2B5,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Alberta,Grande Prairie,,Grande Prairie,AB,,55.17108,-118.794987,mobile,"https://maps.google.com/?q=55.17108,-118.794987"
Mobile — Alberta,Peace River,,Peace River,AB,,56.233711,-117.291084,mobile,"https://maps.google.com/?q=56.233711,-117.291084"
,,,,,,,,,
MOBILE — BRITISH COLUMBIA,,,,,,,,,
Mobile — British Columbia,Abbotsford,,Abbotsford,BC,V2T 1Z1,49.050126,-122.348565,mobile,"https://maps.google.com/?q=49.050126,-122.348565"
Mobile — British Columbia,Chilliwack,,Chilliwack,BC,V2R 2B5,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Chilliwack,,Chilliwack,BC,V2R 0R1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Cobble Hill,,Cobble Hill,BC,V8H 0A1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Coquitlam,,Coquitlam,BC,V3B 0E8,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — British Columbia,Coquitlam,,Coquitlam,BC,V3B 2W7,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Courtenay,,Courtenay,BC,V9N 5W8,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Cranbrook,,Cranbrook,BC,V1C 7B2,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Kamloops,,Kamloops,BC,V2H 1L1,50.79308,-120.317947,mobile,"https://maps.google.com/?q=50.79308,-120.317947"
Mobile — British Columbia,Kamloops,,Kamloops,BC,V2C 0H7,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Langford,,Langford,BC,V9B 6R6,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Langley,,Langley,BC,V2Y 4J1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Nanaimo,,Nanaimo,BC,V9R 6N3,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Nanoose Bay,,Nanoose Bay,BC,V9P 9B7,49.30635,-124.238098,mobile,"https://maps.google.com/?q=49.30635,-124.238098"
Mobile — British Columbia,Nelson,,Nelson,BC,V0G 2J0,49.610861,-117.5627,mobile,"https://maps.google.com/?q=49.610861,-117.5627"
Mobile — British Columbia,North Pine,,North Pine,BC,V0C 2A0,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,North Vancouver,,North Vancouver,BC,V7G 1S1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Pemberton,,Pemberton,BC,V0N 2L1,50.318821,-122.803234,mobile,"https://maps.google.com/?q=50.318821,-122.803234"
Mobile — British Columbia,Penticton,,Penticton,BC,V2A 3R3,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Prince George,,Prince George,BC,V2L 4Y4,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — British Columbia,Sooke,,Sooke,BC,V9Z 0Y3,48.384299,-123.70641,mobile,"https://maps.google.com/?q=48.384299,-123.70641"
Mobile — British Columbia,Summerland,,Summerland,BC,V0H 1Z1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Surrey,,Surrey,BC,V3T 1Z2,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Surrey,,Surrey,BC,V3R 4J4,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Surrey,,Surrey,BC,V3S 1Y6,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Surrey,,Surrey,BC,V4N 5Z8,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Surrey,,Surrey,BC,V3S 8Y7,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Vancouver,,Vancouver,BC,V2N 1L3,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — British Columbia,Vancouver,,Vancouver,BC,V6H 3P4,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — British Columbia,Vernon,,Vernon,BC,V1T 9A1,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — British Columbia,Victoria,,Victoria,BC,V9C 3E9,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — British Columbia,Kelowna,,Kelowna,BC,,49.887918,-119.495902,mobile,"https://maps.google.com/?q=49.887918,-119.495902"
,,,,,,,,,
MOBILE — MANITOBA,,,,,,,,,
Mobile — Manitoba,Cartier,,Cartier,MB,,49.926697,-97.727869,mobile,"https://maps.google.com/?q=49.926697,-97.727869"
Mobile — Manitoba,East St. Paul,,East St. Paul,MB,,49.979488,-97.014771,mobile,"https://maps.google.com/?q=49.979488,-97.014771"
Mobile — Manitoba,Lorette,,Lorette,MB,,49.739359,-96.874248,mobile,"https://maps.google.com/?q=49.739359,-96.874248"
Mobile — Manitoba,Rosenort,,Rosenort,MB,,49.459661,-97.435964,mobile,"https://maps.google.com/?q=49.459661,-97.435964"
Mobile — Manitoba,Steinbach,,Steinbach,MB,,49.525441,-96.685428,mobile,"https://maps.google.com/?q=49.525441,-96.685428"
Mobile — Manitoba,Tuelon,,Tuelon,MB,,50.380738,-97.262756,mobile,"https://maps.google.com/?q=50.380738,-97.262756"
Mobile — Manitoba,Winnipeg,,Winnipeg,MB,,49.895537,-97.138458,mobile,"https://maps.google.com/?q=49.895537,-97.138458"
,,,,,,,,,
MOBILE — NEW BRUNSWICK,,,,,,,,,
Mobile — New Brunswick,Bathurst,,Bathurst,NB,,47.620867,-65.653755,mobile,"https://maps.google.com/?q=47.620867,-65.653755"
Mobile — New Brunswick,Campbellton,,Campbellton,NB,,48.004663,-66.676599,mobile,"https://maps.google.com/?q=48.004663,-66.676599"
Mobile — New Brunswick,Fredericton,,Fredericton,NB,,45.948828,-66.629183,mobile,"https://maps.google.com/?q=45.948828,-66.629183"
Mobile — New Brunswick,Grand Bay-Westfield,,Grand Bay-Westfield,NB,,45.322195,-66.202517,mobile,"https://maps.google.com/?q=45.322195,-66.202517"
Mobile — New Brunswick,Moncton,,Moncton,NB,,46.098568,-64.800427,mobile,"https://maps.google.com/?q=46.098568,-64.800427"
Mobile — New Brunswick,Picadilly,,Picadilly,NB,,45.728034,-65.386874,mobile,"https://maps.google.com/?q=45.728034,-65.386874"
Mobile — New Brunswick,Upper Knoxford,,Upper Knoxford,NB,,46.537063,-67.755458,mobile,"https://maps.google.com/?q=46.537063,-67.755458"
,,,,,,,,,
MOBILE — NEWFOUNDLAND AND LABRADOR,,,,,,,,,
Mobile — Newfoundland and Labrador,St. John's,,St. John's,NL,,47.564679,-52.706696,mobile,"https://maps.google.com/?q=47.564679,-52.706696"
Mobile — Newfoundland and Labrador,Corner Brook,,Corner Brook,NL,,48.95317,-57.947388,mobile,"https://maps.google.com/?q=48.95317,-57.947388"
Mobile — Newfoundland and Labrador,Grand Falls-Windsor,,Grand Falls-Windsor,NL,,48.944151,-55.652618,mobile,"https://maps.google.com/?q=48.944151,-55.652618"
Mobile — Newfoundland and Labrador,Lethbridge,,Lethbridge,NL,,48.369312,-53.856544,mobile,"https://maps.google.com/?q=48.369312,-53.856544"
,,,,,,,,,
MOBILE — NOVA SCOTIA,,,,,,,,,
Mobile — Nova Scotia,Antigonish,,Antigonish,NS,,45.621361,-61.990493,mobile,"https://maps.google.com/?q=45.621361,-61.990493"
Mobile — Nova Scotia,Darling Lake,,Darling Lake,NS,,44.716316,-64.453459,mobile,"https://maps.google.com/?q=44.716316,-64.453459"
Mobile — Nova Scotia,Dartmouth,,Dartmouth,NS,,44.679971,-63.572023,mobile,"https://maps.google.com/?q=44.679971,-63.572023"
Mobile — Nova Scotia,Elmsdale,,Elmsdale,NS,,44.967179,-63.504811,mobile,"https://maps.google.com/?q=44.967179,-63.504811"
Mobile — Nova Scotia,Herring Cove,,Herring Cove,NS,,44.571283,-63.558271,mobile,"https://maps.google.com/?q=44.571283,-63.558271"
Mobile — Nova Scotia,Kingston,,Kingston,NS,,44.987085,-64.949963,mobile,"https://maps.google.com/?q=44.987085,-64.949963"
Mobile — Nova Scotia,Shag Harbour,,Shag Harbour,NS,,43.493911,-65.717993,mobile,"https://maps.google.com/?q=43.493911,-65.717993"
,,,,,,,,,
MOBILE — ONTARIO,,,,,,,,,
Mobile — Ontario,AJAX,,AJAX,ON,L1Z 1R4,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,ALEXANDRIA,,ALEXANDRIA,ON,K0C 1A0,45.31289,-74.638469,mobile,"https://maps.google.com/?q=45.31289,-74.638469"
Mobile — Ontario,AMHERSTVIEW,,AMHERSTVIEW,ON,K7N 2A3,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Barrie,,Barrie,ON,L4M 3N4,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Ontario,Brampton,,Brampton,ON,L6R 1R9,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Brampton,,Brampton,ON,L7A 4T5,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Brampton,,Brampton,ON,L6S 3Z7,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Brockville,,Brockville,ON,K6V 5T1,44.609802,-75.67471,mobile,"https://maps.google.com/?q=44.609802,-75.67471"
Mobile — Ontario,Cambridge,,Cambridge,ON,N3H 2H9,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Crediton,,Crediton,ON,N0M 1M0,43.300308,-81.538203,mobile,"https://maps.google.com/?q=43.300308,-81.538203"
Mobile — Ontario,Dundas,,Dundas,ON,L9H 5M3,43.262038,-79.956493,mobile,"https://maps.google.com/?q=43.262038,-79.956493"
Mobile — Ontario,Goderich,,Goderich,ON,N7A 1L3,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Ontario,Guelph,,Guelph,ON,N1L 0H5,43.530267,-80.195662,mobile,"https://maps.google.com/?q=43.530267,-80.195662"
Mobile — Ontario,Hamilton,,Hamilton,ON,L8M 1H5,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Harrow,,Harrow,ON,N0R 1G0,42.043099,-82.95036,mobile,"https://maps.google.com/?q=42.043099,-82.95036"
Mobile — Ontario,Havelock,,Havelock,ON,K0L 1Z0,44.443772,-77.866737,mobile,"https://maps.google.com/?q=44.443772,-77.866737"
Mobile — Ontario,Kitchener,,Kitchener,ON,N2A 4C3,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Ontario,Lasalle,,Lasalle,ON,N9H 1Z7,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,London,,London,ON,N6G 2W4,37.605657,-82.324309,mobile,"https://maps.google.com/?q=37.605657,-82.324309"
Mobile — Ontario,Milton,,Milton,ON,L9T 6Y4,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
Mobile — Ontario,Mississauga,,Mississauga,ON,L5N 6R5,38.67524,-0.809962,mobile,"https://maps.google.com/?q=38.67524,-0.809962"
